id,description,timestamp
213,"Inicio da mais recente erupção terrestres ocorrida na ilha Terceira, local do Pico das Caldeirinhas ou Picos Gordos.Iniciou-se com violentos tremores que continuaram até 14 de Abril de 1762, dia em que tremeu a terra estranhamente. Na Ilha do Faial os sismos eram sentidos, quot''ainda que brandos''quot. A 17 de Abril de 1762 iniciou-se a erupção nas proximidades do Pico Gaspar, a W do Pico Gordo, sendo emitidas lavas traquíticas muito viscosas que formaram uma doma vulcânica. A 21 de Abril, nova erupção, desta vez a leste do Pico Gordo, na Criação do Chama, iniciou a emissão de lavas basálticas muito fluidas que formaram três correntes de lava, uma das quais atingiu os Biscoitos, onde soterrou 27 casas, terminando nas imediações da igreja de São Pedro, a cerca de 7 km do local da erupção.",-6567252812.0
214,Ano de criação do Barbeador.,-6563796812.0
215,"Edificação da Igreja de Nossa Senhora da Mãe de Deus em Vila Franca do Campo, ilha de São Miguel, Açores.",-6563796812.0
216,"Catarina, a Grande sobe ao poder na Rússia.",-6563796812.0
217,"Construção da Nossa Senhora das Neves do Norte Grande, ilha de São Jorge, sobre outro templo que datava do Século XVI.",-6563796812.0
218,"O Brasil é elevado a vice-reino, sendo a capital transferida de Salvador da Bahia para o Rio de Janeiro.",-6532260812.0
219,O Tratado de Paris entre a Inglaterra e a Espanha põe fim à Guerra dos Sete Anos.,-6528804812.0
220,"O Tratado de Hubertusburgo entre a Prússia e a Áustria termina a Guerra dos Sete Anos. A Áustria devolve o condado de Glatz e a Silésia à Prússia e esta, por sua vez, abandona a Saxónia.",-6528372812.0
221,A capital do Vice-Reino do Brasil é transferida da cidade de Salvador para a do Rio de Janeiro.,-6511352012.0
222,"Morre Augusto III, rei da Polónia.",-6508500812.0
223,Final da Guerra dos Sete Anos.,-6508500812.0
224,"Revolta dos índios da América do Norte contra os britânicos, conduzida por Pontiac, chefe dos Otavas.",-6508500812.0
225,"Jean-Jacques Rousseau, na sua obra ''Cartas da Montanha'', ataca a Constituição e o Conselho de Genebra por este condenar a sua obra ''Emílio''.",-6508500812.0
226,"Frederico, ''O Grande'', cria as escolas de aldeia na Prússia.",-6508500812.0
227,"Inicia-se uma grave crise económica em Portugal, que se prolonga até 1770.",-6508500812.0
228,"Fim do reinado de Sherab Wangchuck, Desi Druk do Reino do Butão, reinou desde 1744.",-6508500812.0
229,"Inicio do reinado de Druk Phuntsho, Desi Druk do Reino do Butão, reinou até 1765.",-6508500812.0
230,Joseph Gottlieb Kölreuter faz experiências relativamente à fertilização das plantas pelos animais que transportam pólen.,-6508500812.0
231,Ribeiro Sanches publica em Paris o ''Método para Aprender a Estudar Medicina''.,-6508500812.0
232,James Hargreaves inventa a máquina de fiar vários fios em simultâneo.,-6508500812.0
233,David Hume - ''História da Grã-Bretanha''.,-6508500812.0
234,Sai pela primeira vez o ''Almanaque de Gota''.,-6508500812.0
235,Ribeiro Sanches - ''Discurso sobre a América Portuguesa''.,-6508500812.0
236,Voltaire - Tratado sobre a tolerância,-6508500812.0
237,John Campbell - ''Dissertação sobre os Milagres''.,-6508500812.0
238,"Justinus Febronius (Johann Nikolaus von Hontheim, bispo de Treves) - ''De Statu Eclesiae'' (defende a supremacia dos concílios universais e será condenado pelo Papa Clemente XIII em 1766).",-6508500812.0
239,"As casas de ordens religiosas, já expulsos os Jesuítas, ascendem a 538 em Portugal, sendo 407 masculinas e 131 femininas.",-6508500812.0
240,Francesco Guardi - ''Eleição de um Doge'' (pintura).,-6508500812.0
241,Étienne Falconet - ''Pigmaleão e Galateia'' (escultura).,-6508500812.0
242,"A Igreja da Madalena, em Paris, é terminada.",-6508500812.0
243,Destruição da ponte romana de Amarante.,-6508500812.0
244,"Conclusão das obras da Igreja dos Clérigos, no Porto.",-6508500812.0
245,"Catarina a Grande ordena uma renovação urbanística para toda a Rússia, segundo o estilo neo-clássico então em vigor, de que é exemplo o Centro Histórico da Cidade de Yaroslavl",-6508500812.0
246,Joseph Haydn compõe a sinfonia ''O Filósofo''.,-6508500812.0
247,"É publicado em Dezembro, em Lisboa, o ''Hebdomadário Lisbonense, Papel Curioso, Noticioso, Útil e de Notícias Públicas''.",-6508500812.0
248,Sai a ''St. James' Chronicle''.,-6508500812.0
249,"Um edital manda demolir todas as barracas de madeira e de pano, levantadas em Lisboa após o terramoto de 1755.",-6506686412.0
250,O Tribunal de King's Beach declara John Wilkes culpado por ter editado ''Essay on a Woman'' e reeditado o número 45 do ''North Briton''.,-6500724812.0
251,"aumentava os impostos que os colonos deviam pagar sobre o melaço, o vinho, o café, a seda e o linho em seus portos.",-6500724812.0
252,O tratado entre a Rússia e a Prússia garante as constituições vigentes da Polónia e da Suécia e assegura tanto o controle da eleição do monarca polaco como a ação conjunta contra os nacionalistas.,-6491998412.0
253,Deflagra um violento incêndio na Alfândega de Lisboa.,-6487678412.0
254,"Stanislas Poniatowski, o protegido da Rússia, é eleito rei da Polónia.",-6479124812.0
255,"Fundação da Irmandade dos Escravos de Nossa Senhora na freguesia da Serreta com o fim das hostilidades da Guerra Fantástica sem que a ilha Terceira sofresse qualquer arremetida, os subscritores do voto de 1762 reuniram-se novamente na Igreja de São Jorge das Doze Ribeiras e em acto solene criaram a nova irmandade.",-6478779212.0
256,Jean-Antoine Houdon - ''S. Bruno'' (esultura),-6478779212.0
257,O Panteão em Paris começa a ser construído.,-6478779212.0
258,"Em Portugal, são criadas medidas legislativas contra o contrabando.",-6477137612.0
259,A Companhia de Jesus (Jesuítas) é proibida na França.,-6472212812.0
260,Alvará que autoriza João Baptista Locatelli a estabelecer uma fábrica de grude em Lisboa.,-6469793612.0
261,"Grande Terramoto na ilha do Faial, Açores.",-6469793612.0
262,"Edificação da Ermida de Nossa Senhora da Paz em Vila Franca do Campo, ilha de São Miguel.",-6469793612.0
263,"Em Março, é criado o Arsenal Real do Exército em Portugal.",-6469793612.0
264,"Em Junho, cria-se uma fábrica de cutelaria em Lisboa.",-6469793612.0
265,"Em Outubro, criam-se fábricas de pentes, marfim, caixas de papelão, verniz e lacre em Portugal.",-6469793612.0
266,"Catarina II da Rússia confisca os domínios eclesiásticos e passa a pagar ordenado aos clérigos, privando-os assim da sua força política.",-6469793612.0
267,Reunião torna-se uma colónia da Coroa Francesa.,-6469793612.0
268,Louis Antoine de Bougainville proclama francesas as ilhas Falkland (Malvinas).,-6469793612.0
269,Cesare Beccaria Bonesana - ''Sobre Crimes e Castigos''.,-6469793612.0
270,"É fundada a Universidade de Brown, em Providence, Rhode Island, nos Estados Unidos.",-6469793612.0
271,Há uma intensificação da indústria portuguesa.,-6469793612.0
272,Joseph Black descobre os fenómenos do calor latente e do calor específico.,-6469793612.0
273,Johann Georg von Zimmermann - ''Sobre as Descobertas da Medicina''.,-6469793612.0
274,James Hargreaves inventa a máquina de fiar de vários fios ao mesmo tempo.,-6469793612.0
275,"Publica-se em Lisboa o ''Diário Universal da Medicina, Cirurgia e Farmácia''.",-6469793612.0
276,Johann August Ernesti edita as obras de Políbio.,-6469793612.0
277,Johann Joaquim Winckelmann - ''História da Arte Antiga''.,-6469793612.0
278,"A Sociedade Diletante, em Londres, envia três dos seus membros à Grécia e à Ásia Menor a fim de proceder a estudos sobre a Antiguidade.",-6469793612.0
279,Adam Anderson - ''As Origens do Comércio''.,-6469793612.0
280,Charles Bonnet - ''Contemplação da Natureza''.,-6469793612.0
281,A obra de Thomas Reid ''Investigação sobre a Mente Humana relativamente aos Princípios dos Senso Comum'' funda a escola filosófica do realismo naturalista.,-6469793612.0
282,Voltaire - ''Dicionário Filosófico''.,-6469793612.0
283,"Edificação da Ermida de Nossa Senhora da Paz em Vila Franca do Campo, ilha de São Miguel, Açores.",-6469793612.0
284,"estabelecia que todos os contratos, jornais, cartazes, cartas e certidões que circulavam nas Treze Colônias deviam receber um selo",-6469102412.0
285,Tremor de terra em Lisboa.,-6469102412.0
286,Alvará que manda concretizar o plano que cria o Terreiro Público (área para abastecimento da população na Ribeira de Lisboa).,-6469016012.0
287,Criação de fábricas de relógios em Portugal.,-6462968012.0
288,"O parlamento inglês vota o Acto do Selo por proposta do Primeiro Ministro britânico Lorde George Greenville, a fim de cobrar impostos às colônias americanas.",-6462104012.0
289,"Sai a lei portuguesa que reinvoca o princípio do beneplácito régio, para impedir os efeitos do breve ''Apostolicum Pascendi'', pelo qual o papa confirmava de novo o instituto da Companhia de Jesus.",-6460894412.0
290,"Na assembleia de Virgínia, Patrick Henry contesta o direito da Inglaterra lançar contribuições sobre as colônias.",-6456315212.0
291,"Em Portugal, é criado o Regimento das Lezírias e Pauis.",-6451217612.0
292,O Arquiduque Pietro Leopoldo sobre ao trono da Toscana e de imediato se extingue o Tribunal de Inquisão no ducado.,-6449748812.0
293,"Com a morte de Francisco I, José II da Áustria é o seu sucessor no Sacro Império Romano e é co-regente com Maria Teresa na Boémia e na Hungria.",-6449316812.0
294,"Alvará que abole as frotas e esquadras para o Rio de Janeiro e Bahia, sendo franqueada a liberdade de comércio com todos os domínios.",-6447329612.0
295,"Tremor de terra em Lisboa, de menor intensidade.",-6447070412.0
296,"Em Portugal, criam-se as fábricas de serralharia",-6446811212.0
297,Os vinte e sete delegados de nove colónias americanas redigem uma declaração de direitos e liberdades após participarem no Congresso do Acto do Selo.,-6443960012.0
298,Decreto que termina com o monopólio do sabão e estabelece as condições das saboarias por conta do Estado.,-6438603212.0
299,"Edificação da Ermida de Santa Rita na Fajã de Baixo, ilha de São Miguel.",-6438603212.0
300,"Com a morte do delfim, o seu filho Luís Augusto (futuro Luís XVI de França) torna-se o herdeiro do trono francês.",-6438603212.0
301,Abertura em Paris do primeiro restaurante público.,-6438603212.0
302,"É inaugurado em Bratislava, na Alemanha, o primeiro ginásio.",-6438603212.0
303,"Arranque das vinhas nos vales do Vouga, Rio Mondego e Tejo, ordenado pelo Marquês de Pombal, em Outubro.",-6438603212.0
304,"Fim do reinado de Druk Phuntsho, Desi Druk do Reino do Butão, reinou desde 1763.",-6438603212.0
305,"Inicio do reinado de Druk Tendzin I, Desi Druk do Reino do Butão, reinou até 1768.",-6438603212.0
306,Lazzaro Spallanzani é pioneiro da preservação de alimentos por meio do fecho hermético e contesta a geração espontânea da vida.,-6438603212.0
307,"James Watt inventa um condensador, que leva à construção da máquina a vapor em 1774, melhorada em 1775.",-6438603212.0
308,Christoph Friedrich Nicolai começa a editar a ''Livraria Universal Alemã'' como órgão da filosofia popular.,-6438603212.0
309,"António Pereira de Figueiredo - ''Doctrina de supremo regum in clericos potestate ...'' (obra apologética da corrente regalista ''que desemboca no princípio das igrejas nacionais'', que pauta, em parte, a política pombalina).",-6438603212.0
310,"Edificação da Ermida de Santa Rita na Fajã de Baixo, ilha de São Miguel, Açores.",-6438603212.0
311,Jean-Honore Fragonard - ''Corésia e Calírroe'' (pintura).,-6438603212.0
312,Jean-Baptiste Greuze - ''A Boa Mãe'' e ''O Filho Castigado'' (pinturas).,-6438603212.0
313,François Boucher é nomeado pintor da corte de Versalhes e pinta Madame de Pompadour.,-6438603212.0
314,"Jacques-Ange Gabriel - Praça da Concórdia, em Paris.",-6438603212.0
315,Lançada a primeira pedra da Cadeia e Tribunal da Relação do Porto.,-6438603212.0
316,"Conclusão do Real Colégio de São Paulo, em Coimbra.",-6438603212.0
317,"Conclusão da parte central do Seminário Maior, em Coimbra.",-6438603212.0
318,"São incorporadas na Coroa Portuguesa todas as saboarias do Reino. O conde Castelo Melhor, que perde o monopólio, é compensado com o título de marquês e importantes bens fundiários.",-6437566412.0
319,"Em Portugal, começa a funcionar o Colégio dos Nobres, criado por carta régia em 7 de Março de 1761.",-6433332812.0
320,"Com a morte de Estanislau Lesczcynski, duque de Lorena, este território é incorporada na França.",-6432987212.0
321,"O Acto Declarativo afirma o direito, entre outros, de a Inglaterra lançar impostos sobre as colónias americanas, apesar de anteriormente no mesmo mês o Parlamento inglês ter revogado o Acto do Selo por 275 votos contra 161.",-6431000012.0
322,John Byron regressa de uma viagem de circum-navegação.,-6426507212.0
323,"É publicada em Portugal a carta da lei limitadora do direito de testar, a qual protege os herdeiros legítimos contra as ''fraudulentas e ímpias negociações dos testamentos''.",-6422446412.0
324,"Alvará português que determina sob a forma de proceder aos aforamentos dos baldios a bem dos concelhos. Transfere para as câmaras, nos concelhos onde os donatários não tinham o direito de os aforar, maninhos e logradouros comuns. Exige-se consulta à Mesa do Desembargo do Paço para fazer novos aforamentos de baldios, a fim de evitar os abusos e ''compadrios'' nos aforamentos que eram feitos por pensões diminutas.",-6421755212.0
325,"Carta régia que proíbe, no Brasil, as indústrias de ourives, fiadores de ouro, de sedas e algodões tecidos.",-6419422412.0
326,"Através de la Real Cédula forma-se o Vice-Reinado do Rio da Prata, do qual Pedro de Cevallos foi o primeiro vice-Rei.",-6419249612.0
327,"É criada a Capitania Geral dos Açores, com sede em Angra, e o título de Presidente da Junta da Administração e Arrecadação da Real Fazenda e Governador e Capitão-General das Ilhas dos Açores para a dirigir.",-6419163212.0
328,"Alvará, concedido a Augusto Ludovico Thymme, para a criação, em Lisboa, de uma fábrica de folhetas para a cravação de diamantes.",-6419163212.0
329,Criação do cargo de Juiz de fora em todas as ilhas dos Açores.,-6416312012.0
330,"Posse do primeiro capitão-general dos Açores, D. Antão de Almada, 12.º conde de Avranches.",-6413460812.0
331,Henry Cavendish descobre que o hidrogénio é menos denso que o ar e apresenta vários estudos sobre a química dos gases à ''Sociedade Real''.,-6413460812.0
332,Louis de Bouganville inicia a sua viagem de descoberta do Pacífico em que chega às ilhas por ele denominadas Ilhas do Navegador.,-6413460812.0
333,Francis Blackburne - ''Confessional''.,-6413460812.0
334,O clero francês é novamente intimado a seguir os Artigos Galicianos de 1682 que limitam a autoridade papal.,-6413460812.0
335,"O Papa Clemente XIII permite o culto do Sagrado Coração de Jesus, fundado por Santa Margarida de Alacoque.",-6413460812.0
336,"Catarina, ''a Grande'', garante a liberdade de culto na Rússia.",-6413460812.0
337,Padre António Pereira de Figueiredo - ''Tentativa Teológica''.,-6413460812.0
338,Jean-Honore Fragonard - ''O Baloiço'' (pintura).,-6413460812.0
339,"Étienne-Maurice Falconet - monumento equestre de ''Pedro, O Grande'', em Sampetersburgo.",-6413460812.0
340,Denis Diderot - ''Ensaio sobre a pintura''.,-6413460812.0
341,Igreja de São Francisco de Assis em Ouro Preto (traça do Aleijadinho).,-6413460812.0
342,Joseph Haydn - ''Grande Missa com Órgão''.,-6413460812.0
343,Alvará português estabelecendo as formas como os donatários deverão requerer cartas de confirmação das doações dos bens da coroa.,-6412856012.0
344,"Procedeu-se ao arranque das vinhas nos campos do Tejo, Mondego e Vouga, para a cultura do pão. Pombal tende a acusar a vinha de se expandir à custa das terras do cereal. No entanto, sabe-se, actualmente, que a expansão da vinha do século XVIII se realizou, de uma forma geral, à custa dos terrenos virgens ou da intensificação policultural.",-6412856012.0
345,"Em Junho, Pedro Pablo Abarca de Bolea, o décimo Conde de Aranda, é nomeado primeiro-ministro de Espanha e introduz a educação escolar.",-6412856012.0
346,A Rússia e a Prússia interferem na política polaca contra os nacionalistas.,-6412856012.0
347,"O mercado livre de cereais em França é abolido, sendo reintroduzido em 1774.",-6412856012.0
348,"Ignorando a anexação de Louis de Bougainville em 1764, John Byron toma as ilhas Falkland e funda a cidade de Port Egmont.",-6412856012.0
349,Ali Bey sobe ao poder no Egipto.,-6412856012.0
350,Adam Ferguson - ''Ensaio sobre a História da Sociedade Civil''.,-6412856012.0
351,Ribeiro Sanches redige o manuscrito ''Moyens pour conserver le commerce déja établi en Russie et pour le faire fleurir à perpetuité''.,-6412856012.0
352,"Estabelecimento da Capitania-geral dos Açores com sede em Angra, ilha Terceira.",-6412856012.0
353,"FARIA, 1997. .",-6406030412.0
354,"FARIA, 1997.",-6406030412.0
355,"Nevil Maskelyne, astrónomo real).",-6406030412.0
356,O município Divinópolis é fundado.,-6404993612.0
357,Carlos III expulsa os Jesuítas de Espanha.,-6400932812.0
358,"Provisão régia que reitera a obrigatoriedade do plantio de mandioca nas fazendas do Brasil, em função do número dos respectivos trabalhadores.",-6395921612.0
359,"Em sequência da revolta da Bounty nos mares do Sul, os amotinados chegam à Ilha de Pitcairn, onde se estabelecem.",-6390305612.0
360,O município São José dos Campos é fundado.,-6388145612.0
361,"1º de Agosto - É fundado o município de Piracicaba, no estado de São Paulo.",-6388145612.0
362,Alvará que concede privilégios aos directores da Real Fábrica de Chapéus de Pombal para aquisição de matérias-primas.,-6387195212.0
363,"Em Abril, é revista a aliança russo-prussiana, pela qual Frederico, ''O Grande'' se compromete a apoiar a oposição polaca, a entrar na Polónia caso a Áustria invada este país e ainda a apoiar a Rússia em caso de guerra com a Turquia.",-6387195212.0
364,"Em Junho, o ministro inglês das Finanças Charles Townshende lança um imposto sobre as importações de chá, vidro, papel e corantes nas colónias americanas, para financiamento da administração colonial.",-6387195212.0
365,"Em Setembro, numa reunião pública em Boston, é decidido não se importar os artigos taxados por Inglaterra, em protesto contra os novos impostos.",-6387195212.0
366,"Em Novembro, sob influência russa, reúne-se a Dieta Polaca.",-6387195212.0
367,"Em Novembro, ão tomadas providências sobre o serviço de aguadeiros em Lisboa.",-6387195212.0
368,Agentes russos fomentam a agitação em Montenegro e na Bósnia contra a soberania turca.,-6387195212.0
369,A Linha Mason-Dixon estabelecida entre Marilândia e Pensilvânia separa os estados livres dos esclavagistas.,-6387195212.0
370,Começa a exportação do algodão brasileiro para a Inglaterra.,-6387195212.0
371,"Vem a lume a ''Dedução Cronológica e Analítica'', pelo menos em parte da autoria do Marquês de Pombal, contra os Jesuítas.",-6387195212.0
372,James Steuart - ''Uma Investigação sobre os Princípios da Economia Política''.,-6387195212.0
373,"Breve ''A quo die'' do Papa Clemente XIII, com vista ao reatamento das relações com Portugal.",-6387195212.0
374,Peter Simon Pallas - ''Elenchus Zoophytorum''.,-6387195212.0
375,Joseph Priestley - ''História da Electricidade''.,-6387195212.0
376,Christian Gottlob Heyne edita as obras de Virgílio.,-6387195212.0
377,Johann Joachim Winckelmann - ''Monumenti antichi inediti''.,-6387195212.0
378,Frei Luís de Monteiro Carmelo - ''Tratado de Ortografia''.,-6387195212.0
379,"Paulo Dias Niza (aliás, Padre Luís Cardoso) - ''Portugal Sacro e Profundo'' (não passa de uma lista alfabética de freguesias, com dados alusivos a 1760).",-6387195212.0
380,A Companhia de Jesus é expulsa de Parma e das Duas Sicílias.,-6387195212.0
381,Moses Meldelson - ''Fédon''.,-6387195212.0
382,Jean-François Marmontel é censurado pelo arcebispo de Paris e pela Sorbona por ter defendido a tolerância religiosa na novela ''Belissário''.,-6387195212.0
383,Allan Ramsay é nomeado pintor retratista de Jorge III de Inglaterra.,-6387195212.0
384,Realizada a primeira prova de biatlo na Noruega.,-6387195212.0
385,"Em Julho, a assembleia de Massachusetts é dissolvida por se recusar a cobrar os impostos.",-6374494412.0
386,"Em Julho, a França compra a Génova a ilha da Córsega.",-6374494412.0
387,"Em Agosto, com a ajuda da França, é criada uma confederação em Bar, na Polónia, com o fito de se opor aos intentos da Rússia em defesa das liberdades polacas.",-6374494412.0
388,"Em Portugal, em Agosto, são queimadas, em praça pública, muitas fazendas de contrabando, por mandado da Junta de Comércio.",-6374494412.0
389,"O Papa Clemente XIII confisca Parma como retalização à expulsão dos Jesuítas, pelo que o rei de Nápoles invade os Estados Pontifícios e a França toma Avinhão.",-6374494412.0
390,Os Gurcas conquistam o Nepal.,-6374494412.0
391,Decreto português que obriga os sucessores das ''casas puritanas'' a casar-se fora do grupo (o grupo puritano da nobreza da corte excluía outras casas de grandes das suas alianças).,-6374494412.0
392,Transferência para Díli da capital de Timor.,-6374494412.0
393,"Inicia-se a publicação de ''Dedução Chronologica e Analytica'' de José Seabra da Silva, repositório da teoria política do absolutismo iluminista português e reafirmação do regalismo. Demonstram-se ainda os ''horrorosos estragos'' que a Companhia de Jesus fez em Portugal e seus domínios.",-6374494412.0
394,Johann August Ernesti - ''Archaeologia Litteraria''.,-6374494412.0
395,Abraham Booth - ''Reino da Graça''.,-6374494412.0
396,Emanuel Swedenborg - ''Delititiae Sapientiae''.,-6374494412.0
397,Proibição em Portugal da publicação e divulgação das profecias de António Gonçalves Annes Bandarra.,-6374494412.0
398,"É fundada a Academia Real Inglesa com Joshua Reynolds como presidente, que começa por fazer quinze discursos sobre arte.",-6374494412.0
399,Augustin Pajou faz as esculturas decorativas da Ópera de Versalhes.,-6374494412.0
400,Wolfgang Amadeus Mozart - ''Bastien e Bastienne'' (ópera).,-6374494412.0
401,Thomas Gray - ''Poemas''.,-6374494412.0
402,Laurence Stern - ''Viagem Sentimental''.,-6374494412.0
403,Jean de Saint-Lambert - ''As Estações''.,-6374494412.0
404,2400000 habitantes.,-6374494412.0
405,É criada pela primeira vez em Inglaterra uma Secretaria de Estado para as Colónias.,-6372852812.0
406,"É criada a Real Mesa Censória, em Lisboa, por iniciativa de Carvalho e Melo. Retira à Inquisição os poderes do exame prévio e de censura dos livros. Aglutina todos os órgãos de censura existentes. Clara separação entre o domínio secular e eclesiástico: no que respeita à matéria episcopal e pontifícia ficaram as inspecções a cargo do Santo Ofício, arcebispos e bispos e para o Desembargo do Paço ficaram as matérias da autoridade régia.",-6366286412.0
407,"James Cook inicia a viagem de navegação de três anos em que faz a exploração das ilhas da Sociedade, cartografa as costas da Nova Zelândia e descobre a Austrália Ocidental.",-6354017612.0
408,"Frederico, ''O Grande'' da Prússia termina o seu testamento político.",-6347624012.0
409,"O príncipe de Kaunitz, chanceler austríaco, sugere a José II a viabilidade da partilha da Polónia.",-6345464012.0
410,Criação da Junta da Providênvia Literária de apoio à política universitária do Marquês de Pombal.,-6343649612.0
411,Funda-se a Imprensa Régia em Lisboa.,-6343563212.0
412,"Fim do reinado de Druk Tendzin I, Desi Druk do Reino do Butão, reinou desde 1765.",-6343563212.0
413,"Inicio do reinado de Donam Lhundub, Desi Druk do Reino do Butão, reinou até 1773.",-6343563212.0
414,"Decreto que cria, em Pombal, uma fábrica de chapéus finos de propriedade régia.",-6340971212.0
415,"Decreto português que atribui a censura dos livros, retirada à Inquisição, à competência da Real Mesa Censória.",-6334750412.0
416,"Dois Eclipses solares quase simultâneos, primeiro causado por Vênus, e cinco horas depois pela Lua. Menor tempo entre dois eclipses já registrado na história da humanidade, sendo visível na América do Norte, Europa e parte da Ásia.",-6333886412.0
417,Madame du barry torna-se a concubina oficial de Luís XV.,-6333281612.0
418,"Após semanas de discussão, o Conselho Privado decide manter o imposto sobre o chá nas colónias americanas.",-6332504012.0
419,"Decreto autorizando o estabelecimento, na Lousã, de uma fábrica de papel de escrever.",-6332158412.0
420,Alvará português que cria a Junta das Confirmações. Ao sujeitas os ofícios a confirmação régia são os mesmos considerados como bens da coroa e insusceptíveis de apropriação patrimonial.,-6332072012.0
421,Alvará régio português que combate a consolidação dos prazos das igrejas (legislação sobre a enfiteuse).,-6331553612.0
422,"Ao fim de três meses de contenda entre as facções a favor e contra os Jesuítas, o conclave de cardeais elege papa Lorenzo Ganganelli, candidato da facção adversa aos Jesuítas, que adopta o nome de Clemente XIV.",-6330948812.0
423,Alvará português que declara a Inquisição como Tribunal Régio.,-6330862412.0
424,O Marquês de Pombal coloca a Inquisição sob protecção régia.,-6329393612.0
425,Alvará que cria uma fábrica de louça fina em Lisboa.,-6329220812.0
426,Guilherme Stephens recebe a administração da Fábrica de Vidros da Marinha Grande.,-6326715212.0
427,Alvará para protecção dos sapais e marinhas de Tavira.,-6325851212.0
428,"Alvará que cria em Lisboa uma fábrica de cartas de jogar, pertença do monarca.",-6324641612.0
429,"Em Portugal, é promulgada a Lei da Boa Razão, a qual dá ao direito subsidiário uma nova dimensão no preenchimento das lacunas existentes no campo do direito privado. Deixa de ter fundamento jurídico o direito consuetudinário acaba com a relevância do direito canónico nos tribunais civis. Reduz o domínio da aplicação do direito romano. Visa-se pôr fim à prática da ''doutrina e da jurisprudência sobre a lei do soberano''.",-6323086412.0
430,Francisco de Castro é autorizado a estabelecer uma fábrica de tecidos de linho em Abrantes.,-6322395212.0
431,Carta de lei portuguesa que sanciona o direito de renovação pela chamada equitativa batolina.,-6321185612.0
432,Concessão do título de marquês ao conde de Oeiras.,-6317988812.0
433,Decreto português que estipula penas para os atravessedores de vinho.,-6317902412.0
434,Alvará português que proíbe as devassas sobre os concubinatos.,-6317124812.0
435,"O rei português é agredido por um demente, com ''duas pauladas'', em Vila Viçosa.",-6313841612.0
436,"Em Fevereiro, a Áustria ocupa Lenberga e a região de Ziph, na Polónia.",-6313841612.0
437,"Em Março, Portugal abandona a praça marroquina de Mazagão. A população vai para o Brasil, onde funda a colónia de Vila Nova de Mazagão.",-6313841612.0
438,"Em 13 de Junho é fundada a cidade da Lapa, Paraná, Brasil.",-6313841612.0
439,"Em Agosto, Frederico II e José II encontram-se em Neisse (actual Nysa) para discutir a partilha da Polónia.",-6313841612.0
440,"Em Agosto, funda-se a fábrica de chapéus de Elvas, em Portugal.",-6313841612.0
441,"Em Setembro, tropas russas ocupam a Moldávia.",-6313841612.0
442,"Em Setembro, deu-se a trégua luso-marroquina.",-6313841612.0
443,"Em Outubro, a aliança russo-prussiana é renovada até 1780. José II garante a Frederico II a devolução de Ansbach e Bayreuth, enquanto a Prússia se compromete a apoiar a constituição sueca.",-6313841612.0
444,"Em Outubro, houve a nomeação do primeiro cônsul-geral da Rússia em Lisboa.",-6313841612.0
445,"Em Novembro, as tropas russas ocupam Bucareste.",-6313841612.0
446,"Em Dezembro, a Rússia assina um tratado com a Dinamarca a fim de evitar o malogro da constituição sueca.",-6313841612.0
447,"É aberta a primeira creche em Steintal, na Alsácia.",-6313841612.0
448,Richard Arkwright inventa a máquina de fiar.,-6313841612.0
449,Nicolas Cugnot inventa o veículo rodoviário a vapor.,-6313841612.0
450,Josiah Wedgewood abre a cerâmica Etruria junto a Burslem.,-6313841612.0
451,Rafael Bluteau - ''Instrução sobre a Cultura das Amoreiras e Criação dos Bichos-da-Seda''.,-6313841612.0
452,Egidio Forcellini - ''Totius Latinitatis Lexicon''.,-6313841612.0
453,William Robertson - ''História de Carlos V''.,-6313841612.0
454,É aberto o Museu Pio-Clementiano em Roma.,-6313841612.0
455,Charles Bonnet - ''Palingenesia Filosófica''.,-6313841612.0
456,Padre António Pereira de Figueiredo - ''Demonstração Teológica''.,-6313841612.0
457,"Em Janeiro, os Bourbons pedem a dissolução da Companhia de Jesus.",-6313841612.0
458,"Reinaldo Manuel dos Santos inicia a construção da Igreja dos Mártires, em Lisboa.",-6313841612.0
459,"Robert Adam e os seus irmãos John, William Jr. e James inicam a construção dos ''Adelphi'', em Londres.",-6313841612.0
460,Carl Philipp Emanuel Bach - ''Passion Cantata''.,-6313841612.0
461,"É fundado o jornal ''Morning Chronicle'', em Londres.",-6313841612.0
462,"Jean-François Ducis faz a adaptação da peça de ''Hamlet'' de William Shakespeare, em Paris.",-6313841612.0
463,"chega a Lisboa o núncio apostólico, Innocêncio Conti.",-6311336012.0
464,"Martinho de Melo e Castro assume a Secretaria de Estado da Marinha e Domínios Ultramarinos (por morte, a 05/11/1769, do irmão do Marquês de Pombal, titular do cargo.",-6311076812.0
465,"Licença para a fundação, no Porto, de uma refinaria de açúcar (propriedade de João Batalha Freire).",-6303041612.0
466,"O delfim de França casa com Maria Antonieta, filha da imperadora Maria Teresa de Áustria.",-6299672012.0
467,"Autorização para o estabelecimento de uma fábrica de camurça, pelicas e pergaminhos em Trancão.",-6299412812.0
468,A frota russa derrota a armada turca em Tchesme.,-6295352012.0
469,"O Capitão James Cook, no fim da sua viagem de descoberta da Austrália, reclama o continente em nome do Império Britânico.",-6291291212.0
470,Carta de lei que determina a inscrição de todos os comerciantes de Lisboa na Junta do Comércio.,-6290513612.0
471,"J.F. Struensee, favorito da rainha Carolina Matilde, provoca a queda do conde Bernstorff, na Dinamarca.",-6289304012.0
